"municipio";"nombre_cine";"numero_pantallas";"fecha_inaguracion";"direccion";"comunidad"
"Palau‐Solità i Plegamans";"Cine Monte‐Rosa";"2";"1965";"c/ Don Bosco, 22, esquina con c/ Barcelona";"CATALUNA"
"El Papiol";"Cine Capitol";"2";"1940";"c/ Montserrat, 1";"CATALUNA"
"Penelles";"Cine Kursal (Cine Kursaal)";"3";"1945";"c/ Gran, 1";"CATALUNA"
"Peralada";"Cine Victoria";"2";"1940";"c/ del Forn y c/ del Call";"CATALUNA"
"El Perelló";"Cinema Auditori Victòria (Cine Victoria)";"3";"1952";"c/ Nava, 45‐49";"CATALUNA"
"Piera";"Teatre Foment (Cine Fomento, Teatro Fomento)";"3";"1940";"c/ de la Plaça, 17";"CATALUNA"
"Pinell de Brai";"Cine Moderno (Café Cine Moderno)";"2";"1947";"c/ Font, 10 y c/ Pou de la Neu, 11";"CATALUNA"
"La Pobla de Claramunt";"Teatre Jardí (Teatro Jardín Español)";"3";"1923";"Avda. de Catalunya, 16";"CATALUNA"
"La Pobla de Lillet";"Cine Llobregat";"1";"1919";"c/ Antonio Costa y c/ Rigatell";"CATALUNA"
"La Pobla de Massaluca";"Cine Iris (Cine Nuevo)";"2";"1940";"c/ Nord, 2";"CATALUNA"
"La Pobla de Montornès";"Cine Moderno (Cine Sindicato)";"2";"1939";"c/ de la Indústria";"CATALUNA"
"La Pobla de Segur";"Cine Avinguda (Cine Avenida, Avenida Cine)";"1";"1945";"Avda. Sant Miquel de Pui, 46";"CATALUNA"
"La Pobla de Segur";"Cine Núria (Cine Nuria)";"2";"1929";"c/ Pau Clarís, 2 y Avda. de Sant Miquel del Pui (corredor)";"CATALUNA"
"La Pobla de Segur";"Cine Quinta Avenida";"2";"1955";"c/ Camil Cases, 16";"CATALUNA"
"Poboleda";"Cine Imperial (Cine Sala Imperial)";"2";"1945";"c/ Nou";"CATALUNA"
"El Pont d'Armentera";"Cine Pont (Teatro Cine Pont)";"2";"1910";"c/ Rec d'en Termes y Pl. Del Pou, 6";"CATALUNA"
"El Pont de Suert";"Cine Pirineo";"2";"1940";"Avda. Victoriano Muñoz";"CATALUNA"
"El Pont de Suert";"Cinema Ribagorçana (Cine Ribagorza)";"3";"1960";"c/ Sant Sebastià, 16";"CATALUNA"
"Ponts";"Cinema Fantasio (Cine Fantasio)";"1";"1940";"Ctra. Seo d'Urgell, 33";"CATALUNA"
"Porrera";"Cine Principal";"2";"1927";"c/ Onze de setembre, 4";"CATALUNA"
"Portbou";"Cine Congesta (""La Congesta"")";"2";"1940";"c/ Méndez Núñez, 19";"CATALUNA"
"Portbou";"Cine España";"2";"1940";"c/ Méndez Núñez, 9";"CATALUNA"
"Prades";"Cine Prades (Cine de Educación y Descanso)";"2";"1934";"c/ Muralla, 3";"CATALUNA"
"El Prat de Llobregat";"Cine Capri";"3";"1967";"Avda. Verge Montserrat, 109‐111";"CATALUNA"
"El Prat de Llobregat";"Cine Monmari (Cinematógrafo Mari)";"2";"1947";"c/ Rector Martí i Piñol, 13";"CATALUNA"
"El Prat de Llobregat";"Teatre Modern (Cine Moderno)";"3";"1930";"Pl. de la Vila, 5‐6";"CATALUNA"
"Prats de Lluçanès";"Cine Orient (Teatro Oriente, Cine Oriente)";"1";"1907";"Avda. Pau Casals";"CATALUNA"
"Preixana";"Cine Nuevo";"1";"1940";"Preixana";"CATALUNA"
"Premià de Dalt";"Cine Sant Jaume (Cine San Jaime)";"2";"1950";"Riera de Sant Pere, 147";"CATALUNA"
"Premià de Mar";"Espai l'Amistat (Teatro Amistad Obrera, Cine Amistad Obrera, Cine Amistad, Cine L'Amistat)";"3";"1906";"c/ Sant Antoni, 60‐62";"CATALUNA"
"Puigcerdà";"Cinema Avinguda (Avenida Cinema)";"3";"1962";"Avda. Catalunya";"CATALUNA"
"Puig‐reig";"Cine de la Colonia Marçal";"2";"1950";"c/ Colònia Marçal, 11 (Cal Marçal)";"CATALUNA"
"Puig‐reig";"Cine Teatre de l'Ametlla de Merola (Teatre Esplai, Cine Esplai)";"3";"1902";"Pl. del Teatre (Ametlla de Merola)";"CATALUNA"
"Puig‐reig";"Teatre Nou (Casino Teatro, Cine de la Colonia Vidal)";"2";"1948";"Pl. de la Puríssima, Colònia Vidal (Cal Vidal)";"CATALUNA"
"Rasquera";"Cine Avenida";"2";"1948";"c/ Diagonal";"CATALUNA"
"Reus";"Cine Kursaal (Cine Kursal, Salón Cervantes)";"2";"1909";"Pl. de la Llibertat";"CATALUNA"
"Reus";"Cine Monterrosa (Cinema Monterrosa, ""el Rosa"", ""el Cine Nuevo"")";"2";"1945";"c/ Raval de Jesús, 12‐18";"CATALUNA"
"Reus";"Teatre Bartrina (Teatro Bartrina)";"3";"1918";"Pl. Teatre, 1 y c/ Major, 15";"CATALUNA"
"Riba‐roja d'Ebre";"Cine Sociedad La Luz del Día";"3";"1957";"Avda. Riba‐roja, 66";"CATALUNA"
"Riba‐roja d'Ebre";"Cine Unión (Cine Moreros)";"2";"1935";"c/ Sant Antoni, 6";"CATALUNA"
"Ribes de Freser";"Cine Puigmal";"2";"1940";"c/ Eres, 6";"CATALUNA"
"Ribes de Freser";"Cinema Catalunya (Teatro Taga, Teatro Café, Cine Sociedad El Fomento, Casal Ribatà CineSalónCataluña";"3";"1900";"c/ Major, 19";"CATALUNA"
"Ripoll";"Cinema Teatre Comtal (Teatro";"3";"1917";"c/ Pirineus, 8 esquina c/";"CATALUNA"
"Ripoll";"Condal, Cine Condal, Cine";"";"";"Berenguer el Vell";"CATALUNA"
"Ripoll";"Condal y Casino de Ripoll, Cine Comtal)";"";"";"";"CATALUNA"
"Ripollet";"Cine Coliseum";"2";"1923";"c/ Sant Joan, 1";"CATALUNA"
"Riudecols";"Cine Centro (Cine Centro Parroquial, Central Cinema, Cine Llídia)";"2";"1955";"c/ Parra, 12";"CATALUNA"
"Roda de Berà";"Teatre Casino Municipal (Cine Casino Municipal)";"3";"1963";"Pl. dels Pins, 6";"CATALUNA"
"Roda de Ter";"Sala Bac‐Art (Cine BAC, Cinema BAC de Roda)";"2";"1960";"c/ Bac de Roda, 43";"CATALUNA"
"Roda de Ter";"Teatre Eliseu (Cine Eliseo)";"3";"1940";"c/ Bac de Roda, 1‐1 bis";"CATALUNA"
"Roquetes";"OCine 3D (Ocine Roquetes)";"3";"1990";"c/ Severo Ochoa, 4";"CATALUNA"
"Roses";"Cinemes Roses";"3";"2000";"Gran Via de Pau Casals, 250";"CATALUNA"
"Rubí";"Rubí Palace (Cine Las Torres)";"1";"1968";"Ctra. Molins de Rei, km. 10,3. Edificio Las Torres";"CATALUNA"
"Sabadell";"Cine Montecarlo";"2";"1961";"Pl. Jaume Girabau s/n";"CATALUNA"
"Sabadell";"Cines Imperial 3D (Gran Salón Imperial, Salò Imperial, Cine Imperial)";"3";"1911";"Pl. Imperial, 4";"CATALUNA"
"Sabadell";"Eix Maciá Multicinemes";"3";"1996";"Avda. de Francesc Macià, 39‐41";"CATALUNA"
"Salàs de Pallars";"Cine Degà (Cine Dega)";"2";"1920";"Raval de la Carretera";"CATALUNA"
"Salomó";"Cine Avenida";"2";"1942";"c/ Nou";"CATALUNA"
"Salt";"Cine Esplai";"2";"1968";"c/ Pau Casals, 2";"CATALUNA"
"Salt";"Cine Núria (Cine Nuria)";"2";"1944";"c/ Major, 202‐204";"CATALUNA"
"Sanaüja";"Cine Aynes";"2";"1940";"Travesía Centre";"CATALUNA"
"Sant Andreu de Llavaneres";"Cine Nacional (Salón Recreativo Serra, Sala Serra, ""Sala de Dalt"", Teatro Nacional)";"2";"1913";"c/ de Munt";"CATALUNA"
"Sant Boi de Llobregat";"Can Castellet Cinemes";"3";"1990";"c/ Jaume I, 32";"CATALUNA"
"Sant Boi de Llobregat";"Casal de Barri Cal Ninyo (Casa Elías, Cine Ateneo Samboyano, Centro Samboyano, Cine Principal)";"2";"1910";"c/ Major, 43";"CATALUNA"
"Sant Carles de";"Cine Carlos III";"1";"1963";"Pl. Carlos III, 30";"CATALUNA"
"Sant Climent";"Cine Imperio";"2";"1940";"c/ Icaria";"CATALUNA"
"Sant Cugat del Vallès";"Teatre La Unió (Cine Principal)";"3";"1950";"c/ Anselm Clavé, 20";"CATALUNA"
"Sant Esteve d'en Bas";"Cine Iris";"2";"1961";"c/ Jacint Verdaguer";"CATALUNA"
"Sant Feliu de Codines";"Cine Coliseo";"2";"1957";"Sant Feliu de Codines";"CATALUNA"
"Sant Feliu de Codines";"Cine Gloria (Teatro Gloria)";"1";"1910";"Pl. San Francisco";"CATALUNA"
"Sant Feliu de Guíxols";"Sala Las Vegas (Cine Las Vegas)";"2";"1960";"c/ Cristofol Colom, 11";"CATALUNA"
"Sant Feliu de Llobregat";"Cine Baix (Cinema Guinart, Cines Guinart, Cinebaix)";"3";"1968";"c/ Joan Batllori, 21";"CATALUNA"
"Sant Guim de Freixenet";"Cine Plaza";"2";"1955";"Pl. de l'Ajuntament";"CATALUNA"
"Sant Hilari Sacalm";"Cine Tívoli (Casino Tivoli)";"1";"1920";"c/ Josep Ximeno,";"CATALUNA"
"Sant Jaume de Llierca";"Cinema Estrella (Cine Estrella)";"2";"1950";"c/ Major";"CATALUNA"
"Sant Jaume dels Domenys";"Teatre de la Societat de Sant Jaume dels Domenys (Cine Cultural)";"3";"1952";"c/ Roig 5";"CATALUNA"
"Sant Jaume";"Cine California";"1";"1948";"c/ València, s/n";"CATALUNA"
"Sant Joan de";"Cine San Juan (Teatre Art Santjoaní, Teatre Santjoaní, Cinematograf Santjoaní, Cine Sanjuaní)";"2";"1908";"Pl. Clavé, 1";"CATALUNA"
"Sant Joan Despí";"Cinema Foment (Cine Fomento Cultural y Artístico, Cine Juventud, ""Cine Vell"", Cinema Joventut)";"3";"1928";"c/ Major, 54";"CATALUNA"
"Sant Joan Despí";"Cinema Guinart (Cine Guinart, ""Cinema Nou"")";"2";"1959";"c/ Bon Viatge, 9";"CATALUNA"
"Sant Joan les Fonts";"Centre Sociocultural (Cine Iris, antiguo teatro de Fonts)";"2";"1949";"c/ Santa Magdalena";"CATALUNA"
"Sant Julià de Vilatorta";"Saló Catalunya (Salón Cataluña, Cine Cataluña, ""Can Cuca"")";"3";"1920";"c/ Compositor Ramón Victori, 4";"CATALUNA"
"Sant Just Desvern";"Cine Ateneu";"3";"1920";"c/ Ateneu, 3";"CATALUNA"
"Sant Llorenç de Morunys";"Cine Plaza";"2";"1949";"c/ Major, 23";"CATALUNA"
"Sant Llorenç Savall";"Cine Royal";"2";"1920";"Avda. Catalunya, 31";"CATALUNA"
"Sant Martí de Riucorb";"Cine El Foment (Cine El Fomento)";"2";"1955";"c/ Església, s/n";"CATALUNA"
"Sant Martí de Sesgueioles";"Cine Creus";"2";"1945";"c/ Patio, 8";"CATALUNA"
"Sant Mateu de Bages";"Sala Valls (Teatro Valls, Teatro de la Colonia, Cine Valls)";"2";"1929";"Valls de Torroella";"CATALUNA"
"Sant Pau de Segúries";"Cine Florida (Salón Cine Florida)";"2";"1959";"c/ Guardia, 6";"CATALUNA"
"Sant Pere de Ribes";"Cine Casino";"1";"1977";"c/ Nou, 11, esquina Pl. Marcer";"CATALUNA"
"Sant Pere de Ribes";"Teatre Municipal (Cine Roquetes)";"3";"1969";"c/ Francisco de Vitoria esquina c/ Hernán Cortés";"CATALUNA"
"Sant Pere Pescador";"Cine Marinense (Cine Armengol)";"2";"1915";"Sant Pere Pescador";"CATALUNA"
"Sant Quintí de Mediona";"Cine de Mediona (""Cine de Olivella"")";"2";"1915";"c/ Ramón y Cajal, 5";"CATALUNA"
"Sant Quintí de Mediona";"Cine Ideal (Cine La Cooperativa, ""Cine de Baix"")";"2";"1925";"c/ Ramón y Cajal, 3";"CATALUNA"
"Sant Quirze de Besora";"Cine Nuria";"1";"1952";"Rambla Concepció, 23";"CATALUNA"
"Sant Sadurní";"Cine Centro (Cine Centro Agrícola, Cine Centro Nacional)";"3";"1912";"c/ Industria, 1";"CATALUNA"
"Santa Coloma";"Cine Catalunya (Cine Cataluña)";"1";"1970";"Santa Coloma de Farners";"CATALUNA"
"Santa Coloma";"Cine Capitol (Cine Capitolio)";"2";"1920";"Avda. Generalitat, 6, esq. c/ Pompeu Fabra, 2";"CATALUNA"
"Santa Coloma";"Cine Lux";"2";"1970";"c/ Mossèn Jacint Verdaguer, 64 esquina c/ Roselles, 33‐35";"CATALUNA"
"Santa Coloma";"Cine Principal";"2";"1920";"Avda. Generalitat, 44‐46, esq. c/ Sant Carles, 67";"CATALUNA"
"Santa Coloma";"Teatre Municipal Josep María";"3";"1963";"Paseo Llorenç Serra, 34, esq. c/";"CATALUNA"
"Santa Coloma";"de Sagarra (Cine Goya)";"";"";"Sant Joaquim, 17‐19 y c/ Lluís Companys, 27‐29";"CATALUNA"
"Santa Coloma";"Cinema Esbart de la Vila";"3";"1980";"c/ Raval des Capellans, 35";"CATALUNA"
"Santa Coloma";"Sala Societat l'Estrella (Cine Sociedad La Estrella, Cine Educación y Descanso)";"3";"1934";"Ctra. de Montblanc";"CATALUNA"
"Santa María de Palautordera";"Cine El Patronat (Cine España)";"2";"1940";"Palautordera";"CATALUNA"
"Santa Perpètua";"Cine Segalés";"2";"1920";"c/ Santa María, s/n";"CATALUNA"
"Sarreal";"Cine Principal";"2";"1950";"Avda. de la Conca, 40";"CATALUNA"
"Sarreal";"Cine Sarreal (Cine Sarreal nuevo)";"1";"1960";"c/ Major, 50";"CATALUNA"
"Sarreal";"Cine Sarreal (Cine Sarreal viejo)";"1";"1925";"c/ Monturiol";"CATALUNA"
"Sarrià de Ter";"Cine Xargay";"2";"1940";"Pl. de l'Església";"CATALUNA"
"Sarroca de Bellera";"Cine de la Cementera (Cine Hogar del Productor)";"2";"1950";"c/ Ardia. Poblado de Xerallo";"CATALUNA"
"Saus, Camallera";"Teatre Cinema de Camallera";"3";"1961";"c/ Estació, 9. Camallera";"CATALUNA"
"La Sénia";"Cine Risol (Risol Cinema)";"2";"1960";"c/ Zaragoza, 32";"CATALUNA"
"La Sénia";"Cinema Club Modern (Cine Moderno)";"1";"1932";"c/ Reyes Católicos, 21";"CATALUNA"
"La Seu d'Urgell";"Cine Valira (Teatro Riambau, Cine Nueva España)";"2";"1910";"c/ Josep Zulueta, esquina c/ Bisbe Guinart";"CATALUNA"
"La Seu d'Urgell";"Cinemes Guiu (Cine Guiu)";"3";"1961";"Avda. del Salòria, 55";"CATALUNA"
"Sitges";"Cinema Prado (Teatro del";"3";"1923";"c/ Francesc Gumà, 6‐14, esq. c/";"CATALUNA"
"Sitges";"Casino Prado Suburense, Cine Prado Suburense)";"";"";"Sant Isidre";"CATALUNA"
"Sitges";"Cinema Retiro (Cine El Retiro, Cine Retiro)";"3";"1916";"c/ Angel Vidal, 17";"CATALUNA"
"Solsona";"Cine Trasatlántico";"1";"1949";"c/Sant Josep de Calasanz, 1";"CATALUNA"
"Solsona";"Cinema París (Cine París)";"3";"1964";"Ctra. De Torà, 19";"CATALUNA"
"Sort";"Pallars Cine (Cine Pallars)";"1";"1940";"Passeig dels Tillers, s/n";"CATALUNA"
"Súria";"Cine Sorisa";"1";"1926";"c/Vilanova, s/n";"CATALUNA"
"Taradell";"Cine Principal (Gran Teatro)";"1";"1930";"Ctra. Balenya, 15";"CATALUNA"
"Tarragona";"Cine Capitol";"2";"1957";"c/ Rambla Vella, 6‐8 con c/ Joan Maragall";"CATALUNA"
"Tarragona";"Cine Miralbó";"2";"1973";"c/ Veintidós esquina c/ Quince";"CATALUNA"
"Tarragona";"Clàssic Cinema";"2";"1961";"c/ Segarra, s/n (Barrio de Torreforta)";"CATALUNA"
"Tarragona";"Real Cinema (Ideal Cinema)";"2";"1928";"Avda. Catalunya (Barrio del Serrallo)";"CATALUNA"
"Tarragona";"Teatre Metropol (Teatro Patronato Obrero, Teatre del Patronat Obrer, Teatro Metropol CineMetrópoli)";"3";"1910";"Rambla Nova, 46";"CATALUNA"
"Tàrrega";"Cinemes Majèstic (Cine Magestic, Multicines Majestic)";"3";"1940";"Avda. Catalunya, 56";"CATALUNA"
"Tàrrega";"Teatre Ateneu (Teatro Ateneo)";"3";"1923";"Pl. Carmen, 12, c/ Jacint Verdaguer";"CATALUNA"
"Terrassa";"Cinema Catalunya (Salón Cataluña, Cine Cataluña)";"3";"1916";"Passeig Tete Montoliu, s/n";"CATALUNA"
"Terrassa";"Cinema La Rambla (Cine La Rambla)";"2";"1935";"Rambla d'Ègara, 146";"CATALUNA"
"Terrassa";"Teatre Principal (Teatro Principal, Cine Principal, Cine Teatro Principal)";"3";"1911";"Pl. Maragall, 2";"CATALUNA"
"Tivenys";"Cine Nuevo (Cine Nueva Perla, Cine Nuevo Perla)";"2";"1948";"Avda. Generalitat";"CATALUNA"
"Tivissa";"Cine Imperial (Cine del Patronat)";"2";"1941";"c/ Sant Blai, 7";"CATALUNA"
"Tona";"Cine Capitol";"2";"1940";"Pl. Major";"CATALUNA"
"Torà";"Cine Recreo";"2";"1940";"Torà";"CATALUNA"
"Torelló";"Cine Cataluña";"2";"1948";"c/ Navarra";"CATALUNA"
"Torelló";"Teatre Cirvianum (Teatro Cerviarium, Cine Cirvianum)";"3";"1925";"Pl. Nova, 10";"CATALUNA"
"Tornabous";"Cine Flotats";"3";"1945";"Pl. La Vila";"CATALUNA"
"La Torre del Espanyol";"Cine Recreatiu (Cine Teatro Moderno, Cine Recreativo)";"3";"1930";"c/ d'Era, 9";"CATALUNA"
"Torres de Segre";"Cine Nuevo";"1";"1912";"c/La Cruz, 6";"CATALUNA"
"Torroella de Montgrí";"Cine Centro (Teatro Jou)";"1";"1930";"c/ d'Ullà";"CATALUNA"
"Torroella de Montgrí";"Cinema Montgrí (Cine Montgrí)";"3";"1928";"c/ Codina, 28";"CATALUNA"
"Torroella de Montgrí";"Teatre Cine Petit (Cine Petit)";"3";"1954";"Pl. Espanya";"CATALUNA"
"Tortosa";"Cine Fèmina (Cine Fémina)";"1";"1942";"c/ Teodoro González, 39";"CATALUNA"
"Tossa de Mar";"Cine Montserrat";"3";"1977";"c/ Nou, 28 esquina c/ Pola";"CATALUNA"
"Tossa de Mar";"Cine Rovira (Cine Coris, Cinema Rovira)";"2";"1920";"c/ Pou de la Vila";"CATALUNA"
"Tremp";"Cine Salón";"2";"1910";"Tremp";"CATALUNA"
"Ulldecona";"Cine Savoy (Cine Teatro Ateneu, Cine Ateneu)";"1";"1919";"c/ Murada de Baix, 38";"CATALUNA"
"La Vall d'en Bas";"Cine Iris (Cine Iris 2)";"2";"1959";"c/ Piscina, 2";"CATALUNA"
"La Vall d'en Bas";"Cine Pirineo";"2";"1955";"Passeig General Estartús, 63 (Sant Privat d'en Bas)";"CATALUNA"
"Vallbona d'Anoia";"Cine Simón";"1";"1943";"c/ Major, 76";"CATALUNA"
"Vallfogona de Balaguer";"Cine Nuria";"1";"1940";"c/ Major, 66";"CATALUNA"
"Vallfogona de Riucorb";"Cine Dolores (Cine La Dolores)";"2";"1951";"Avda. de Riucorb, 13";"CATALUNA"
"Valls";"Cine Apolo (Salón Doré, Cine Doré)";"2";"1911";"Pl. Mártires, 10";"CATALUNA"
"Valls";"Cinema Valls (Cine Valls)";"2";"1932";"Pl. Pati del Castell, 4‐6";"CATALUNA"
"Valls";"Cinemes Valls (Cines JCA Vilar, Cines JCA Valls, Cines Valls)";"3";"2007";"c/ Sant Antoni Mª Claret, 8";"CATALUNA"
"Valls";"Palacio del Cine (Cine Nuevo, ""Cinema Nou"")";"1";"1958";"c/ d'en Bosc, 29‐31";"CATALUNA"
"Vandellòs i";"Cine Moderno";"2";"1924";"c/ 14 de enero, 5";"CATALUNA"
"El Vendrell";"Cine Casal Familiar";"2";"1950";"c/ Sant Magí, 35‐37";"CATALUNA"
"El Vendrell";"Cine Teatre Brisamar (Cine Teatro Brisamar)";"1";"1961";"Avda. Brisamar, 8 (Barrio Coma‐ ruga)";"CATALUNA"
"Verges";"Cine Recreo";"2";"1928";"c/ dels Bous, 16";"CATALUNA"
"Verges";"Cine Ter";"2";"1940";"c/ Girona, 6";"CATALUNA"
"Vic";"Cine Nou (Cine Nuevo Cooperativa, Cine Cooperativa)";"1";"1956";"c/ Nou, 17‐19 (Eixample Morató)";"CATALUNA"
"Vic";"Cinema Vigatà (Cine Vich, Teatro Cine Vigatá, Teatre Cinema Vigatà)";"3";"1924";"c/ Verdaguer, 22";"CATALUNA"
"Vielha e Mitg Arán";"Era Audiovisuau (Cine Productora de Fuerzas Motrices, Cine Agrupació Recreativa CinemaEra";"3";"1951";"Avda. Alcalde Calbetó Barra";"CATALUNA"
"Viladecans";"Cine Moderno (Cine Nuevo, Cine Nou)";"2";"1939";"Avda. Generalitat";"CATALUNA"
"Vilafranca del Penedès";"Cal Bolet (Teatro Cine Bolet, Cine Bolet, Teatre Cinema Bolet)";"3";"1920";"c / Duc de la Victòria, 3";"CATALUNA"
"Vilafranca del Penedès";"Cine Kubrick";"3";"1980";"c/ General Prim, 7";"CATALUNA"
"Vilafranca del Penedès";"Cinema Majèstic (Cine Magestic, Cine Majestic)";"2";"1950";"Rambla Nostra Senyora, 23";"CATALUNA"
"Vilafranca del Penedès";"Teatre Casal‐Cine Club";"3";"1921";"Rambla Nostra Senyora, 35‐37,";"CATALUNA"
"Vilafranca del Penedès";"Vilafranca (Teatre de la Societat La Principal, Gran TeatroCasalLaPrincipal";"";"";"Passatge d'Alcover, 2";"CATALUNA"
"Vilallonga del Camp";"Cinema de la Societat Centre Recreatiu (Cine del Centro Recreativo, Cine Recreativo)";"3";"1964";"c/ Valls, 1";"CATALUNA"
"Vilanova de Bellpuig";"Cine Rana";"1";"1940";"Pl. Jua, 1";"CATALUNA"
"Vilanova de Segrià";"Cine Amistad";"1";"1945";"c/ Lleida";"CATALUNA"
"Vilanova del Camí";"Rovi Espai Cultural (Cine";"2";"1969";"c/ Santa Lucía, 1 esquina a c/";"CATALUNA"
"Vilanova del Camí";"Nuevo, Cine Rovira, Rovy Cinema)";"";"";"Montserrat y Eduardo Marquina";"CATALUNA"
"Vilanova";"Cine Centro Cultural y Recreativo";"3";"1940";"c/ Cosme Toda, 9";"CATALUNA"
"Vilanova i la Geltrú";"Cine Diana (Cinema Diana)";"2";"1910";"Rambla Principal";"CATALUNA"
"Vilanova i la Geltrú";"Teatre Bosc (Teatro Bosque, Cine Bosque, Cinema Bosc, Bosc Cinema Municipal)";"1";"1907";"Rambla Principal, 88‐90";"CATALUNA"
"Vilaplana‐La Mussara";"Cine Moderno";"2";"1949";"c/ Major, 14";"CATALUNA"
"Vila‐rodona";"Casa de Cultura de Vila‐rodona (Cine Villarrodona, Cine Recreativo Casal Vila‐rodona)";"3";"1930";"Avda. Enric Benet, 4‐6";"CATALUNA"
"Vilasana";"Cine Florida";"2";"1940";"c/ Major";"CATALUNA"
"Vila‐seca";"Cine Fenix (Teatro de la Sociedad El Fenix, Cinema El Fènix)";"2";"1947";"c/ de la Font, 15‐17";"CATALUNA"
"Vilobí d'Onyar";"Teatre Municipal (Salón Claver, ""Can Sagrera"", Cine Claver, Cine Clavé)";"3";"1930";"c/ Sant Josep";"CATALUNA"
"Vimbodí";"Cine Vimbodí (Cine Milán)";"1";"1915";"c/ Major, 47";"CATALUNA"
"Vimbodí";"Cinema Fomet Municipal de Cultura (Cine Fomento Parroquial, Cine Fomento, Cine Foment)";"3";"1957";"Pl. de les Orenetes";"CATALUNA"
"Vinaixa";"Cine Coliseum";"1";"1940";"c/ Sant Pasqual";"CATALUNA"
"Vinyols i els Arcs";"Cine Vidal (""Cine del Café"")";"1";"1932";"c/ del Carme, 5";"CATALUNA"
"Xerta";"Cine Xertense (Cine Xertense)";"1";"1943";"Avda. Terres de l'Ebre, 17";"CATALUNA"
"Ceuta";"Apolo Cinema";"2";"1916";"c/ González de la Vega, 1";"CEUTA"
"Ceuta";"Marina Cinemas 7 (Multicines Marina)";"3";"1999";"Poblado Marinero, s/n";"CEUTA"
"Ceuta";"Teatro Cervantes (Teatro del Rey)";"2";"1915";"c/ Padilla, 2";"CEUTA"
"Ceuta";"Teatro Cine Terramar (Teatro Terramar)";"2";"1964";"Avda. Otero, s/n";"CEUTA"
"Alcalá de Henares";"Cine Paz";"2";"1957";"Pl. de Cervantes, 7";"MADRID"
"Alcalá de Henares";"Multicines Cisneros";"2";"1992";"Pl. Santos Niños, 5";"MADRID"
"Alcalá de Henares";"Teatro Salón Cervantes (Cine Cervantes)";"3";"1924";"c/ Cervantes, 7";"MADRID"
"Alcobendas";"Multicines Royal (Cine Royal)";"2";"1973";"c/ del Marqués de la Valdavia, 55";"MADRID"
"Alcorcón";"Cine Benarés";"2";"1969";"Pl. Polvoranca y c/ Jabonería";"MADRID"
"Alcorcón";"Cine San Isidro";"";"1932";"c/ San Isidro, 18";"MADRID"
"Aranjuez";"Cine Aranjuez (Cine Stuart)";"1";"1948";"c/ Stuart, 49";"MADRID"
"Aranjuez";"Multicines Aranjuez (Cine Aranjuez)";"2";"1996";"c/ Moreras, 21‐23";"MADRID"
"Arganda de Rey";"Café teatro Casablanca (Cine Atalaya)";"2";"1974";"c/ Santo Tomás, 5";"MADRID"
"Cadalso de los Vidrios";"Cine El Condestable (Cine Condestable)";"1";"1974";"Avda. de la Constitución, 8";"MADRID"
"Cercedilla";"Teatro Montalvo (Cine Montalvo, Cines Montalvo)";"3";"1950";"c/ La Fragua, 9";"MADRID"
"Ciempozuelos";"Cine Alegría";"2";"1968";"Paseo de la Estación, 4";"MADRID"
"Ciempozuelos";"Cine Las Estrellas de Ciempozuelos";"1";"1981";"c/ La Virgen, 43";"MADRID"
"Collado Mediano";"Teatro Auditorio Municipal ""Villa de Collado"" (Cine Guillén)";"3";"1967";"c/ Real, 36";"MADRID"
"Collado Villalba";"Cine El Paraíso";"2";"1932";"c/ Cervantes, 3";"MADRID"
"Colmenar Viejo";"Cine San Lorenzo";"1";"1949";"c/ de la Feria, 13";"MADRID"
"El Escorial";"Cine Avenida";"2";"1959";"Avda. Constitución, 6‐8";"MADRID"
"Getafe";"Cine Avenida";"2";"1992";"c/ Arboleda, 20";"MADRID"
"Guadalix de la Sierra";"Cine J. H.";"1";"1987";"c/ Egido, 11";"MADRID"
"Leganés";"Cine Avenida";"1";"1981";"c/ Charco, 4";"MADRID"
"Leganés";"Cines Ideal (Cine Ideal, Multicines Ideal)";"2";"1970";"c/ Butarque, 10‐12";"MADRID"
"Leganés";"Minicines Nápoles (Cine Napoli)";"1";"1970";"c/ Nápoles, 17";"MADRID"
"Madrid";"Aluche Minicines (Cine Aluche)";"2";"1977";"c/ Maqueda, 30";"MADRID"
"Madrid";"Artistic Metropol";"3";"2012";"c/ de las Cigarreras, 6";"MADRID"
"Madrid";"Cine Aragón";"2";"1954";"c/ Alcalá, 334 con vuelta a c/ Urquiza, 1";"MADRID"
"Madrid";"Cine Avenida (Teatro‐Cine Avenida)";"2";"1928";"Gran Vía, 37 esquina con c/ Abada";"MADRID"
"Madrid";"Cine Azul (Cine Velussia)";"2";"1933";"Gran Vía, 76";"MADRID"
"Madrid";"Cine Bristol (Cine Bilbao)";"2";"1926";"c/ Fuencarral, 118";"MADRID"
"Madrid";"Cine Bulevar";"2";"1953";"c/ Alberto Aguilera, 56";"MADRID"
"Madrid";"Cine Callao (Cine del Callao)";"3";"1926";"Pl. Callao, 3";"MADRID"
"Madrid";"Cine Canadá";"2";"1963";"Vía Carpetana, 147 y c/ Travesía Pinzón, 9";"MADRID"
"Madrid";"Cine Candilejas";"2";"1958";"Pl. Luca de Tena, 1";"MADRID"
"Madrid";"Cine Capitol (Edificio Carrión)";"3";"1933";"c/ Gran Vía, 41, esquina c/ Jacometrezo, 2";"MADRID"
"Madrid";"Cine Carlos III";"2";"1952";"c/ Goya, 5";"MADRID"
